id,title,description,publishTime,kind_stats,duration_seconds,video_type,viewCount,likeCount,commentCount,thumbnails.default.url,thumbnails.medium.url,thumbnails.high.url,contentDetails.duration,contentDetails.dimension,topicDetails.topicCategories,snippet.defaultLanguage,localizations.en.title,localizations.en.description,snippet.tags,pull_date
GuKBqwp1XMc,Cristiano’s Teammates Reveal All His Secrets!! (FUNNY),"Bernardo Silva and Bruno Fernandes tell all the hidden stories about Cristiano Ronaldo. And your idol sends a message to all the siuuubscribers.

All of these exciting moments happened during the Quinas de Ouro Awards, in Lisbon.",2024-11-13T18:00:10Z,youtube#video,564,long,3399027,275217,10997,https://i.ytimg.com/vi/GuKBqwp1XMc/default.jpg,https://i.ytimg.com/vi/GuKBqwp1XMc/mqdefault.jpg,https://i.ytimg.com/vi/GuKBqwp1XMc/hqdefault.jpg,PT9M24S,2d,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",en,Cristiano’s Teammates Reveal All His Secrets!! (FUNNY),"Bernardo Silva and Bruno Fernandes tell all the hidden stories about Cristiano Ronaldo. And your idol sends a message to all the siuuubscribers.

All of these exciting moments happened during the Quinas de Ouro Awards, in Lisbon.",N/A,2026-06-17 13:13:19.082467+00:00
PjmSUJBBvgQ,Cristiano Becomes A Cameraman For A Day (Trying His New Gadget),,2024-11-13T14:43:47Z,youtube#video,48,short,4451343,503588,9196,https://i.ytimg.com/vi/PjmSUJBBvgQ/default.jpg,https://i.ytimg.com/vi/PjmSUJBBvgQ/mqdefault.jpg,https://i.ytimg.com/vi/PjmSUJBBvgQ/hqdefault.jpg,PT48S,2d,['https://en.wikipedia.org/wiki/Sport'],es,N/A,N/A,N/A,2026-06-17 13:13:19.082474+00:00
hWtp3ZlvHZc,The AMAZING story of how Cristiano Ronaldo became a footballer,,2024-11-07T14:48:19Z,youtube#video,226,long,2229300,207038,11815,https://i.ytimg.com/vi/hWtp3ZlvHZc/default.jpg,https://i.ytimg.com/vi/hWtp3ZlvHZc/mqdefault.jpg,https://i.ytimg.com/vi/hWtp3ZlvHZc/hqdefault.jpg,PT3M46S,2d,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",es,N/A,N/A,N/A,2026-06-17 13:13:19.082480+00:00
7rMXmIGJZAQ,Watch me transform as I lift the Euro Cup with Portugal!,,2024-11-04T15:25:28Z,youtube#video,17,short,4443339,418453,8401,https://i.ytimg.com/vi/7rMXmIGJZAQ/default.jpg,https://i.ytimg.com/vi/7rMXmIGJZAQ/mqdefault.jpg,https://i.ytimg.com/vi/7rMXmIGJZAQ/hqdefault.jpg,PT17S,2d,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",es,N/A,N/A,N/A,2026-06-17 13:13:19.082487+00:00
HQ8SlJXcTto,I become an ANIME superhero!,,2024-10-30T14:00:15Z,youtube#video,9,short,4844275,400338,10965,https://i.ytimg.com/vi/HQ8SlJXcTto/default.jpg,https://i.ytimg.com/vi/HQ8SlJXcTto/mqdefault.jpg,https://i.ytimg.com/vi/HQ8SlJXcTto/hqdefault.jpg,PT9S,2d,['https://en.wikipedia.org/wiki/Video_game_culture'],es,N/A,N/A,N/A,2026-06-17 13:13:19.082494+00:00
806U1EE9edg,This is why there is nobody like Cristiano Ronaldo in the air!,,2024-10-28T17:34:24Z,youtube#video,727,long,3889012,297788,27100,https://i.ytimg.com/vi/806U1EE9edg/default.jpg,https://i.ytimg.com/vi/806U1EE9edg/mqdefault.jpg,https://i.ytimg.com/vi/806U1EE9edg/hqdefault.jpg,PT12M7S,2d,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",es,N/A,N/A,N/A,2026-06-17 13:13:19.082500+00:00
Bp8EjnJU87w,The ULTIMATE Cristiano Ronaldo Quiz... How well do you know me?,,2024-10-21T13:16:08Z,youtube#video,635,long,3150912,257719,18396,https://i.ytimg.com/vi/Bp8EjnJU87w/default.jpg,https://i.ytimg.com/vi/Bp8EjnJU87w/mqdefault.jpg,https://i.ytimg.com/vi/Bp8EjnJU87w/hqdefault.jpg,PT10M35S,2d,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",es,N/A,N/A,N/A,2026-06-17 13:13:19.082507+00:00
6IBDljy4fos,THIS is why Cristiano Ronaldo is called Mr. Champions!,How Cristiano Ronaldo Shattered Champions League History In 2014! 🔥,2024-10-17T13:00:05Z,youtube#video,486,long,1930468,219536,10879,https://i.ytimg.com/vi/6IBDljy4fos/default.jpg,https://i.ytimg.com/vi/6IBDljy4fos/mqdefault.jpg,https://i.ytimg.com/vi/6IBDljy4fos/hqdefault.jpg,PT8M6S,2d,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",es,N/A,N/A,N/A,2026-06-17 13:13:19.082513+00:00
vtO5WHKUmBU,Enjoying with the National Team 🇵🇹,,2024-10-15T08:11:40Z,youtube#video,35,short,5940929,501232,11937,https://i.ytimg.com/vi/vtO5WHKUmBU/default.jpg,https://i.ytimg.com/vi/vtO5WHKUmBU/mqdefault.jpg,https://i.ytimg.com/vi/vtO5WHKUmBU/hqdefault.jpg,PT35S,2d,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],es,N/A,N/A,N/A,2026-06-17 13:13:19.082518+00:00
A2WSZ3hfUzE,Extreme Try Not To Laugh Challenge!,,2024-10-14T13:00:19Z,youtube#video,135,long,2872301,245746,11951,https://i.ytimg.com/vi/A2WSZ3hfUzE/default.jpg,https://i.ytimg.com/vi/A2WSZ3hfUzE/mqdefault.jpg,https://i.ytimg.com/vi/A2WSZ3hfUzE/hqdefault.jpg,PT2M15S,2d,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",es,N/A,N/A,N/A,2026-06-17 13:13:19.082525+00:00
C1KCzk0FCCs,Cristiano Ronaldo's Incredible Goals at Every Age—What He Did at 22 and 35 Will Shock You!,,2024-10-10T14:05:28Z,youtube#video,490,long,2444710,269456,13963,https://i.ytimg.com/vi/C1KCzk0FCCs/default.jpg,https://i.ytimg.com/vi/C1KCzk0FCCs/mqdefault.jpg,https://i.ytimg.com/vi/C1KCzk0FCCs/hqdefault.jpg,PT8M10S,2d,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",en,Cristiano Ronaldo's Incredible Goals at Every Age—What He Did at 22 and 35 Will Shock You!,,N/A,2026-06-17 13:13:19.082532+00:00
CuIBAT_sgrg,The Most AMAZING Race of my life,,2024-10-08T08:38:12Z,youtube#video,36,short,3734088,354880,5800,https://i.ytimg.com/vi/CuIBAT_sgrg/default.jpg,https://i.ytimg.com/vi/CuIBAT_sgrg/mqdefault.jpg,https://i.ytimg.com/vi/CuIBAT_sgrg/hqdefault.jpg,PT36S,2d,['https://en.wikipedia.org/wiki/Sport'],es,N/A,N/A,N/A,2026-06-17 13:13:19.082538+00:00
wL5wdyA5guU,I Tried Food From Every Country I’ve Played,Cristiano Ronaldo has a favorite dish from all the countries he has been playing during his career... plus some tips about the best beaches in the world.,2024-10-07T13:01:10Z,youtube#video,63,long,13307450,686458,21182,https://i.ytimg.com/vi/wL5wdyA5guU/default.jpg,https://i.ytimg.com/vi/wL5wdyA5guU/mqdefault.jpg,https://i.ytimg.com/vi/wL5wdyA5guU/hqdefault.jpg,PT1M3S,2d,"['https://en.wikipedia.org/wiki/Food', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",en,I Tried Food From Every Country I’ve Played,Cristiano Ronaldo has a favorite dish from all the countries he has been playing during his career... plus some tips about the best beaches in the world.,N/A,2026-06-17 13:13:19.082545+00:00
jCaRbVmh0Ms,⁠The craziest race of Cristiano Ronaldo on his CR7 racing car,"Cristiano Ronaldo hops on an F1 car and does the coolest race you have ever seen. 

All data collected before Oct. 2024.",2024-10-03T13:00:36Z,youtube#video,512,long,6708337,510458,30573,https://i.ytimg.com/vi/jCaRbVmh0Ms/default.jpg,https://i.ytimg.com/vi/jCaRbVmh0Ms/mqdefault.jpg,https://i.ytimg.com/vi/jCaRbVmh0Ms/hqdefault.jpg,PT8M32S,2d,"['https://en.wikipedia.org/wiki/Racing_video_game', 'https://en.wikipedia.org/wiki/Sports_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",en,⁠The craziest race of Cristiano Ronaldo on his CR7 racing car,"Cristiano Ronaldo hops on an F1 car and does the coolest race you have ever seen. 

All data collected before Oct. 2024.",N/A,2026-06-17 13:13:19.082551+00:00
pTP44MPKX4Y,The CORRECT way to look like Cristiano Ronaldo,"Cristiano shows all his style secrets: clothes, cars, watches…",2024-09-30T13:00:53Z,youtube#video,77,long,2981536,289230,10431,https://i.ytimg.com/vi/pTP44MPKX4Y/default.jpg,https://i.ytimg.com/vi/pTP44MPKX4Y/mqdefault.jpg,https://i.ytimg.com/vi/pTP44MPKX4Y/hqdefault.jpg,PT1M17S,2d,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],en,The CORRECT way to look like Cristiano Ronaldo,"Cristiano shows all his style secrets: clothes, cars, watches…",N/A,2026-06-17 13:13:19.082558+00:00
VzJAPX-gbmk,"Face your fears today, so you can face challenges tomorrow!",#urcristiano #football #cr7 #cristianoronaldo,2024-09-28T16:41:58Z,youtube#video,34,short,3589379,395230,10636,https://i.ytimg.com/vi/VzJAPX-gbmk/default.jpg,https://i.ytimg.com/vi/VzJAPX-gbmk/mqdefault.jpg,https://i.ytimg.com/vi/VzJAPX-gbmk/hqdefault.jpg,PT34S,2d,['https://en.wikipedia.org/wiki/Sport'],es,N/A,N/A,N/A,2026-06-17 13:13:19.082564+00:00
hhSpoF0dtv0,I’m not like anybody else…,#urcristiano #cr7 #cristianoronaldo,2024-09-27T22:00:28Z,youtube#video,27,short,1785675,306869,5976,https://i.ytimg.com/vi/hhSpoF0dtv0/default.jpg,https://i.ytimg.com/vi/hhSpoF0dtv0/mqdefault.jpg,https://i.ytimg.com/vi/hhSpoF0dtv0/hqdefault.jpg,PT27S,2d,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",es,N/A,N/A,N/A,2026-06-17 13:13:19.082570+00:00
QfEUWUVH4ZU,How I educate my elder son?,#urcristiano #cr7 #cristianoronaldo,2024-09-26T18:45:49Z,youtube#video,23,short,1713939,307018,5329,https://i.ytimg.com/vi/QfEUWUVH4ZU/default.jpg,https://i.ytimg.com/vi/QfEUWUVH4ZU/mqdefault.jpg,https://i.ytimg.com/vi/QfEUWUVH4ZU/hqdefault.jpg,PT23S,2d,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",es,N/A,N/A,N/A,2026-06-17 13:13:19.082575+00:00
YkbAGmRbIBo,All my HAT-TRICKS in the UEFA Champions League... with special CR7 stickers!,All Cristiano Ronaldo HAT-TRICKS rated by UR Siuuumeter. Tell us your ratings.,2024-09-25T13:00:39Z,youtube#video,674,long,3920659,368677,17810,https://i.ytimg.com/vi/YkbAGmRbIBo/default.jpg,https://i.ytimg.com/vi/YkbAGmRbIBo/mqdefault.jpg,https://i.ytimg.com/vi/YkbAGmRbIBo/hqdefault.jpg,PT11M14S,2d,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",en,All my HAT-TRICKS in the UEFA Champions League... with special CR7 stickers!,All Cristiano Ronaldo HAT-TRICKS rated by UR Siuuumeter. Tell us your ratings.,N/A,2026-06-17 13:13:19.082582+00:00
Sbb9jvB5YeE,The UNTOLD story of Cristiano Ronaldo's BIGGEST award,,2024-09-25T09:32:40Z,youtube#video,45,short,2955667,371490,7451,https://i.ytimg.com/vi/Sbb9jvB5YeE/default.jpg,https://i.ytimg.com/vi/Sbb9jvB5YeE/mqdefault.jpg,https://i.ytimg.com/vi/Sbb9jvB5YeE/hqdefault.jpg,PT45S,2d,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",es,N/A,N/A,N/A,2026-06-17 13:13:19.082587+00:00
TpLKhDURaho,A day in the life of Cristiano Ronaldo ( EXCLUSIVE Champions League Award Edition),"The most sincere tale ever of Cristiano Ronaldo’s rise to stardom, revealed by CR7 himself",2024-09-24T17:30:07Z,youtube#video,917,long,5024748,421177,15897,https://i.ytimg.com/vi/TpLKhDURaho/default.jpg,https://i.ytimg.com/vi/TpLKhDURaho/mqdefault.jpg,https://i.ytimg.com/vi/TpLKhDURaho/hqdefault.jpg,PT15M17S,2d,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",en,A day in the life of Cristiano Ronaldo ( EXCLUSIVE Champions League Award Edition),"The most sincere tale ever of Cristiano Ronaldo’s rise to stardom, revealed by CR7 himself",N/A,2026-06-17 13:13:19.082593+00:00
gh5_PVVrpaw,"Vinicius, Camavinga, Rodrigo, Bellingham, Lamine...",Cristiano Ronaldo talks about the next generation,2024-09-24T07:36:32Z,youtube#video,16,short,1728998,301761,5172,https://i.ytimg.com/vi/gh5_PVVrpaw/default.jpg,https://i.ytimg.com/vi/gh5_PVVrpaw/mqdefault.jpg,https://i.ytimg.com/vi/gh5_PVVrpaw/hqdefault.jpg,PT16S,2d,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",es,N/A,N/A,N/A,2026-06-17 13:13:19.082599+00:00
-nwzc7plJQw,Cristiano Ronaldo REACTS to ALL his 14 GOALS in Euros!,"All Cristiano Ronaldo’s 14 UEFA European Championship goals scored with Portugal. He watches, relives the moment, and rates them with his siuuumeter!",2024-09-23T13:00:00Z,youtube#video,546,long,6198164,449309,20573,https://i.ytimg.com/vi/-nwzc7plJQw/default.jpg,https://i.ytimg.com/vi/-nwzc7plJQw/mqdefault.jpg,https://i.ytimg.com/vi/-nwzc7plJQw/hqdefault.jpg,PT9M6S,2d,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",en,Cristiano Ronaldo REACTS to ALL his 14 GOALS in Euros!,"All Cristiano Ronaldo’s 14 UEFA European Championship goals scored with Portugal. He watches, relives the moment, and rates them with his siuuumeter!",N/A,2026-06-17 13:13:19.082605+00:00
5a1P5Tauiqo,Something is coming,Something exciting in the making! #SNK #FatalFury #CR7,2024-09-21T19:26:02Z,youtube#video,35,short,2897877,417881,8578,https://i.ytimg.com/vi/5a1P5Tauiqo/default.jpg,https://i.ytimg.com/vi/5a1P5Tauiqo/mqdefault.jpg,https://i.ytimg.com/vi/5a1P5Tauiqo/hqdefault.jpg,PT35S,2d,['https://en.wikipedia.org/wiki/Video_game_culture'],en,Something is coming,Something exciting in the making! #SNK #FatalFury #CR7,N/A,2026-06-17 13:13:19.082611+00:00
bkYwKATRAl4,This is why Real Madrid is so special,,2024-09-21T05:58:44Z,youtube#video,60,long,1717536,311971,6255,https://i.ytimg.com/vi/bkYwKATRAl4/default.jpg,https://i.ytimg.com/vi/bkYwKATRAl4/mqdefault.jpg,https://i.ytimg.com/vi/bkYwKATRAl4/hqdefault.jpg,PT1M,2d,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",es,N/A,N/A,N/A,2026-06-17 13:13:19.082616+00:00
t40HXEc6c84,"Real Madrid, Manchester United, Euro 24… I tell everything to Rio Ferdinand","Full interview between Cristiano and Rio. The most sincere Cristiano talks about his past, present and future to one of his best friends in football",2024-09-21T05:49:49Z,youtube#video,2618,long,3009774,214625,11841,https://i.ytimg.com/vi/t40HXEc6c84/default.jpg,https://i.ytimg.com/vi/t40HXEc6c84/mqdefault.jpg,https://i.ytimg.com/vi/t40HXEc6c84/hqdefault.jpg,PT43M38S,2d,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",en,"Real Madrid, Manchester United, Euro 24… I tell everything to Rio Ferdinand","Full interview between Cristiano and Rio. The most sincere Cristiano talks about his past, present and future to one of his best friends in football",N/A,2026-06-17 13:13:19.082622+00:00
